Spatial_frequency,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20
2.98E+01,1.09E-17,,,,,,,,,,,,,,,,,,,
2.98E+01,3.32E-17,,,,,,,,,,,,,,,,,,,
2.98E+01,1.41E-17,,,,,,,,,,,,,,,,,,,
2.98E+01,3.95E-17,,,,,,,,,,,,,,,,,,,
2.98E+01,2.94E-17,,,,,,,,,,,,,,,,,,,
2.98E+01,2.70E-17,,,,,,,,,,,,,,,,,,,
2.99E+01,2.00E-17,,,,,,,,,,,,,,,,,,,
2.99E+01,1.96E-17,,,,,,,,,,,,,,,,,,,
2.99E+01,3.49E-17,,,,,,,,,,,,,,,,,,,
2.99E+01,4.20E-17,,,,,,,,,,,,,,,,,,,
2.99E+01,3.41E-17,,,,,,,,,,,,,,,,,,,
2.99E+01,3.45E-17,,,,,,,,,,,,,,,,,,,
2.99E+01,4.35E-17,,,,,,,,,,,,,,,,,,,
3.00E+01,9.22E-18,,,,,,,,,,,,,,,,,,,
3.00E+01,1.96E-17,,,,,,,,,,,,,,,,,,,
3.00E+01,4.83E-17,,,,,,,,,,,,,,,,,,,
3.00E+01,1.78E-17,,,,,,,,,,,,,,,,,,,
3.00E+01,3.06E-17,,,,,,,,,,,,,,,,,,,
3.00E+01,3.77E-17,,,,,,,,,,,,,,,,,,,
3.00E+01,7.12E-18,,,,,,,,,,,,,,,,,,,
3.01E+01,2.90E-17,,,,,,,,,,,,,,,,,,,
3.01E+01,4.61E-17,,,,,,,,,,,,,,,,,,,
3.01E+01,5.18E-18,,,,,,,,,,,,,,,,,,,
3.01E+01,1.66E-17,,,,,,,,,,,,,,,,,,,
3.01E+01,1.52E-17,,,,,,,,,,,,,,,,,,,
3.01E+01,2.75E-17,,,,,,,,,,,,,,,,,,,
3.01E+01,4.39E-17,,,,,,,,,,,,,,,,,,,
3.02E+01,5.22E-17,,,,,,,,,,,,,,,,,,,
3.02E+01,1.22E-17,,,,,,,,,,,,,,,,,,,
3.02E+01,1.78E-17,,,,,,,,,,,,,,,,,,,
3.02E+01,2.06E-17,,,,,,,,,,,,,,,,,,,
3.02E+01,2.40E-17,,,,,,,,,,,,,,,,,,,
3.02E+01,3.46E-17,,,,,,,,,,,,,,,,,,,
3.02E+01,2.33E-17,,,,,,,,,,,,,,,,,,,
3.03E+01,8.93E-18,,,,,,,,,,,,,,,,,,,
3.03E+01,6.51E-17,,,,,,,,,,,,,,,,,,,
3.03E+01,2.22E-17,,,,,,,,,,,,,,,,,,,
3.03E+01,1.82E-17,,,,,,,,,,,,,,,,,,,
3.03E+01,2.07E-17,,,,,,,,,,,,,,,,,,,
3.03E+01,3.76E-17,,,,,,,,,,,,,,,,,,,
3.03E+01,2.47E-17,,,,,,,,,,,,,,,,,,,
3.04E+01,1.67E-17,,,,,,,,,,,,,,,,,,,
3.04E+01,3.19E-17,,,,,,,,,,,,,,,,,,,
3.04E+01,2.71E-17,,,,,,,,,,,,,,,,,,,
3.04E+01,3.04E-17,,,,,,,,,,,,,,,,,,,
3.04E+01,2.18E-17,,,,,,,,,,,,,,,,,,,
3.04E+01,1.70E-17,,,,,,,,,,,,,,,,,,,
3.04E+01,4.20E-17,,,,,,,,,,,,,,,,,,,
3.05E+01,2.97E-17,,,,,,,,,,,,,,,,,,,
3.05E+01,5.13E-17,,,,,,,,,,,,,,,,,,,
3.05E+01,2.03E-17,,,,,,,,,,,,,,,,,,,
3.05E+01,3.38E-17,,,,,,,,,,,,,,,,,,,
3.05E+01,1.72E-17,,,,,,,,,,,,,,,,,,,
3.05E+01,4.15E-17,,,,,,,,,,,,,,,,,,,
3.05E+01,2.70E-17,,,,,,,,,,,,,,,,,,,
3.06E+01,5.16E-17,,,,,,,,,,,,,,,,,,,
3.06E+01,2.07E-17,,,,,,,,,,,,,,,,,,,
3.06E+01,7.83E-17,,,,,,,,,,,,,,,,,,,
3.06E+01,1.98E-17,,,,,,,,,,,,,,,,,,,
3.06E+01,6.10E-17,,,,,,,,,,,,,,,,,,,
3.06E+01,2.94E-17,,,,,,,,,,,,,,,,,,,
3.06E+01,3.41E-17,,,,,,,,,,,,,,,,,,,
3.07E+01,1.92E-17,,,,,,,,,,,,,,,,,,,
3.07E+01,6.05E-17,,,,,,,,,,,,,,,,,,,
3.07E+01,1.11E-17,,,,,,,,,,,,,,,,,,,
3.07E+01,6.71E-17,,,,,,,,,,,,,,,,,,,
3.07E+01,1.79E-17,,,,,,,,,,,,,,,,,,,
3.07E+01,3.54E-17,,,,,,,,,,,,,,,,,,,
3.07E+01,3.07E-17,,,,,,,,,,,,,,,,,,,
3.08E+01,2.12E-17,,,,,,,,,,,,,,,,,,,
3.08E+01,4.12E-17,,,,,,,,,,,,,,,,,,,
3.08E+01,6.48E-17,,,,,,,,,,,,,,,,,,,
3.08E+01,4.31E-17,,,,,,,,,,,,,,,,,,,
3.08E+01,2.14E-17,,,,,,,,,,,,,,,,,,,
3.08E+01,3.99E-17,,,,,,,,,,,,,,,,,,,
3.08E+01,1.75E-17,,,,,,,,,,,,,,,,,,,
3.09E+01,6.76E-17,,,,,,,,,,,,,,,,,,,
3.09E+01,5.72E-17,,,,,,,,,,,,,,,,,,,
3.09E+01,2.03E-17,,,,,,,,,,,,,,,,,,,
3.09E+01,4.07E-17,,,,,,,,,,,,,,,,,,,
3.09E+01,1.63E-17,,,,,,,,,,,,,,,,,,,
3.09E+01,4.51E-17,,,,,,,,,,,,,,,,,,,
3.09E+01,4.50E-17,,,,,,,,,,,,,,,,,,,
3.10E+01,4.67E-17,,,,,,,,,,,,,,,,,,,
3.10E+01,2.73E-17,,,,,,,,,,,,,,,,,,,
3.10E+01,5.07E-17,,,,,,,,,,,,,,,,,,,
3.10E+01,3.27E-17,,,,,,,,,,,,,,,,,,,
3.10E+01,1.26E-17,,,,,,,,,,,,,,,,,,,
3.10E+01,2.33E-17,,,,,,,,,,,,,,,,,,,
3.10E+01,3.01E-17,,,,,,,,,,,,,,,,,,,
3.11E+01,3.05E-17,,,,,,,,,,,,,,,,,,,
3.11E+01,1.77E-17,,,,,,,,,,,,,,,,,,,
3.11E+01,3.21E-17,,,,,,,,,,,,,,,,,,,
3.11E+01,6.45E-17,,,,,,,,,,,,,,,,,,,
3.11E+01,8.61E-17,,,,,,,,,,,,,,,,,,,
3.11E+01,5.47E-17,,,,,,,,,,,,,,,,,,,
3.11E+01,2.69E-17,,,,,,,,,,,,,,,,,,,
3.12E+01,2.03E-17,,,,,,,,,,,,,,,,,,,
3.12E+01,5.41E-17,,,,,,,,,,,,,,,,,,,
3.12E+01,4.16E-17,,,,,,,,,,,,,,,,,,,
3.12E+01,4.65E-17,,,,,,,,,,,,,,,,,,,
3.12E+01,2.05E-17,,,,,,,,,,,,,,,,,,,
3.12E+01,4.34E-17,,,,,,,,,,,,,,,,,,,
3.12E+01,3.78E-17,,,,,,,,,,,,,,,,,,,
3.13E+01,5.57E-17,,,,,,,,,,,,,,,,,,,
3.13E+01,4.11E-17,,,,,,,,,,,,,,,,,,,
3.13E+01,7.41E-17,,,,,,,,,,,,,,,,,,,
3.13E+01,2.87E-17,,,,,,,,,,,,,,,,,,,
3.13E+01,2.47E-17,,,,,,,,,,,,,,,,,,,
3.13E+01,4.19E-17,,,,,,,,,,,,,,,,,,,
3.13E+01,3.54E-17,,,,,,,,,,,,,,,,,,,
3.14E+01,3.62E-17,,,,,,,,,,,,,,,,,,,
3.14E+01,4.79E-17,,,,,,,,,,,,,,,,,,,
3.14E+01,4.68E-17,,,,,,,,,,,,,,,,,,,
3.14E+01,5.96E-17,,,,,,,,,,,,,,,,,,,
3.14E+01,4.70E-17,,,,,,,,,,,,,,,,,,,
3.14E+01,3.69E-17,,,,,,,,,,,,,,,,,,,
3.14E+01,7.69E-17,,,,,,,,,,,,,,,,,,,
3.15E+01,3.93E-17,,,,,,,,,,,,,,,,,,,
3.15E+01,5.79E-17,,,,,,,,,,,,,,,,,,,
3.15E+01,5.48E-17,,,,,,,,,,,,,,,,,,,
3.15E+01,4.36E-17,,,,,,,,,,,,,,,,,,,
3.15E+01,5.11E-17,,,,,,,,,,,,,,,,,,,
3.15E+01,7.49E-17,,,,,,,,,,,,,,,,,,,
3.15E+01,3.43E-17,,,,,,,,,,,,,,,,,,,
3.16E+01,7.20E-17,,,,,,,,,,,,,,,,,,,
3.16E+01,9.08E-17,,,,,,,,,,,,,,,,,,,
3.16E+01,3.44E-17,,,,,,,,,,,,,,,,,,,
3.16E+01,5.47E-17,,,,,,,,,,,,,,,,,,,
3.16E+01,2.55E-17,,,,,,,,,,,,,,,,,,,
3.16E+01,4.80E-17,,,,,,,,,,,,,,,,,,,
3.16E+01,6.04E-17,,,,,,,,,,,,,,,,,,,
3.17E+01,1.60E-17,,,,,,,,,,,,,,,,,,,
3.17E+01,4.26E-17,,,,,,,,,,,,,,,,,,,
3.17E+01,2.26E-17,,,,,,,,,,,,,,,,,,,
3.17E+01,3.37E-17,,,,,,,,,,,,,,,,,,,
3.17E+01,5.96E-17,,,,,,,,,,,,,,,,,,,
3.17E+01,4.24E-17,,,,,,,,,,,,,,,,,,,
3.17E+01,3.37E-17,,,,,,,,,,,,,,,,,,,
3.18E+01,3.79E-17,,,,,,,,,,,,,,,,,,,
3.18E+01,6.50E-18,,,,,,,,,,,,,,,,,,,
3.18E+01,3.75E-17,,,,,,,,,,,,,,,,,,,
3.18E+01,4.25E-17,,,,,,,,,,,,,,,,,,,
3.18E+01,2.95E-17,,,,,,,,,,,,,,,,,,,
3.18E+01,5.62E-17,,,,,,,,,,,,,,,,,,,
3.18E+01,1.99E-17,,,,,,,,,,,,,,,,,,,
3.19E+01,3.50E-17,,,,,,,,,,,,,,,,,,,
3.19E+01,2.87E-17,,,,,,,,,,,,,,,,,,,
3.19E+01,4.13E-17,,,,,,,,,,,,,,,,,,,
3.19E+01,2.96E-17,,,,,,,,,,,,,,,,,,,
3.19E+01,4.88E-17,,,,,,,,,,,,,,,,,,,
3.19E+01,3.17E-17,,,,,,,,,,,,,,,,,,,
3.19E+01,3.47E-17,,,,,,,,,,,,,,,,,,,
3.20E+01,4.04E-17,,,,,,,,,,,,,,,,,,,
3.20E+01,2.60E-17,,,,,,,,,,,,,,,,,,,
3.20E+01,3.99E-17,,,,,,,,,,,,,,,,,,,
3.20E+01,4.06E-17,,,,,,,,,,,,,,,,,,,
3.20E+01,1.42E-17,,,,,,,,,,,,,,,,,,,
3.20E+01,2.95E-17,,,,,,,,,,,,,,,,,,,
3.20E+01,3.18E-17,,,,,,,,,,,,,,,,,,,
3.21E+01,2.37E-17,,,,,,,,,,,,,,,,,,,
3.21E+01,6.76E-17,,,,,,,,,,,,,,,,,,,
3.21E+01,6.27E-17,,,,,,,,,,,,,,,,,,,
3.21E+01,5.77E-17,,,,,,,,,,,,,,,,,,,
3.21E+01,1.32E-17,,,,,,,,,,,,,,,,,,,
3.21E+01,2.94E-17,,,,,,,,,,,,,,,,,,,
3.21E+01,1.42E-17,,,,,,,,,,,,,,,,,,,
3.22E+01,3.65E-17,,,,,,,,,,,,,,,,,,,
3.22E+01,2.58E-17,,,,,,,,,,,,,,,,,,,
3.22E+01,1.60E-17,,,,,,,,,,,,,,,,,,,
3.22E+01,1.37E-17,,,,,,,,,,,,,,,,,,,
3.22E+01,2.81E-17,,,,,,,,,,,,,,,,,,,
3.22E+01,3.13E-17,,,,,,,,,,,,,,,,,,,
3.22E+01,3.68E-17,,,,,,,,,,,,,,,,,,,
3.23E+01,3.28E-17,,,,,,,,,,,,,,,,,,,
3.23E+01,4.93E-17,,,,,,,,,,,,,,,,,,,
3.23E+01,3.26E-17,,,,,,,,,,,,,,,,,,,
3.23E+01,3.07E-17,,,,,,,,,,,,,,,,,,,
3.23E+01,3.01E-17,,,,,,,,,,,,,,,,,,,
3.23E+01,7.06E-18,,,,,,,,,,,,,,,,,,,
3.23E+01,3.20E-17,,,,,,,,,,,,,,,,,,,
3.24E+01,2.18E-17,,,,,,,,,,,,,,,,,,,
3.24E+01,5.94E-17,,,,,,,,,,,,,,,,,,,
3.24E+01,1.51E-17,,,,,,,,,,,,,,,,,,,
3.24E+01,5.36E-17,,,,,,,,,,,,,,,,,,,
3.24E+01,2.26E-17,,,,,,,,,,,,,,,,,,,
3.24E+01,4.18E-17,,,,,,,,,,,,,,,,,,,
3.24E+01,3.40E-17,,,,,,,,,,,,,,,,,,,
3.25E+01,5.69E-17,,,,,,,,,,,,,,,,,,,
3.25E+01,3.87E-17,,,,,,,,,,,,,,,,,,,
3.25E+01,4.13E-17,,,,,,,,,,,,,,,,,,,
3.25E+01,1.84E-17,,,,,,,,,,,,,,,,,,,
3.25E+01,1.71E-17,,,,,,,,,,,,,,,,,,,
3.25E+01,8.34E-18,,,,,,,,,,,,,,,,,,,
3.25E+01,3.74E-17,,,,,,,,,,,,,,,,,,,
3.26E+01,7.41E-17,,,,,,,,,,,,,,,,,,,
3.26E+01,5.95E-17,,,,,,,,,,,,,,,,,,,
3.26E+01,1.05E-17,,,,,,,,,,,,,,,,,,,
3.26E+01,1.62E-17,,,,,,,,,,,,,,,,,,,
3.26E+01,3.28E-17,,,,,,,,,,,,,,,,,,,
3.26E+01,6.32E-18,,,,,,,,,,,,,,,,,,,
3.26E+01,3.80E-17,,,,,,,,,,,,,,,,,,,
3.27E+01,3.24E-17,,,,,,,,,,,,,,,,,,,
3.27E+01,2.88E-17,,,,,,,,,,,,,,,,,,,
3.27E+01,6.88E-17,,,,,,,,,,,,,,,,,,,
3.27E+01,5.98E-17,,,,,,,,,,,,,,,,,,,
3.27E+01,2.45E-17,,,,,,,,,,,,,,,,,,,
3.27E+01,3.00E-17,,,,,,,,,,,,,,,,,,,
3.27E+01,5.71E-17,,,,,,,,,,,,,,,,,,,
3.28E+01,3.98E-17,,,,,,,,,,,,,,,,,,,
3.28E+01,3.74E-17,,,,,,,,,,,,,,,,,,,
3.28E+01,5.22E-17,,,,,,,,,,,,,,,,,,,
3.28E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
3.28E+01,2.31E-17,,,,,,,,,,,,,,,,,,,
3.28E+01,8.30E-17,,,,,,,,,,,,,,,,,,,
3.28E+01,1.73E-17,,,,,,,,,,,,,,,,,,,
3.29E+01,5.09E-17,,,,,,,,,,,,,,,,,,,
3.29E+01,3.02E-17,,,,,,,,,,,,,,,,,,,
3.29E+01,1.96E-17,,,,,,,,,,,,,,,,,,,
3.29E+01,3.22E-17,,,,,,,,,,,,,,,,,,,
3.29E+01,7.13E-17,,,,,,,,,,,,,,,,,,,
3.29E+01,2.82E-17,,,,,,,,,,,,,,,,,,,
3.29E+01,5.74E-17,,,,,,,,,,,,,,,,,,,
3.30E+01,2.60E-17,,,,,,,,,,,,,,,,,,,
3.30E+01,6.43E-17,,,,,,,,,,,,,,,,,,,
3.30E+01,8.35E-17,,,,,,,,,,,,,,,,,,,
3.30E+01,1.15E-17,,,,,,,,,,,,,,,,,,,
3.30E+01,6.60E-17,,,,,,,,,,,,,,,,,,,
3.30E+01,5.17E-17,,,,,,,,,,,,,,,,,,,
3.30E+01,6.63E-17,,,,,,,,,,,,,,,,,,,
3.31E+01,4.94E-17,,,,,,,,,,,,,,,,,,,
3.31E+01,1.60E-17,,,,,,,,,,,,,,,,,,,
3.31E+01,7.29E-17,,,,,,,,,,,,,,,,,,,
3.31E+01,7.09E-17,,,,,,,,,,,,,,,,,,,
3.31E+01,6.98E-17,,,,,,,,,,,,,,,,,,,
3.31E+01,1.19E-16,,,,,,,,,,,,,,,,,,,
3.31E+01,1.76E-18,,,,,,,,,,,,,,,,,,,
3.32E+01,5.47E-17,,,,,,,,,,,,,,,,,,,
3.32E+01,6.90E-17,,,,,,,,,,,,,,,,,,,
3.32E+01,1.30E-17,,,,,,,,,,,,,,,,,,,
3.32E+01,1.12E-16,,,,,,,,,,,,,,,,,,,
3.32E+01,6.04E-17,,,,,,,,,,,,,,,,,,,
3.32E+01,3.45E-17,,,,,,,,,,,,,,,,,,,
3.32E+01,4.08E-17,,,,,,,,,,,,,,,,,,,
3.33E+01,9.33E-17,,,,,,,,,,,,,,,,,,,
3.33E+01,4.81E-17,,,,,,,,,,,,,,,,,,,
3.33E+01,6.97E-17,,,,,,,,,,,,,,,,,,,
3.33E+01,4.08E-17,,,,,,,,,,,,,,,,,,,
3.33E+01,9.62E-17,,,,,,,,,,,,,,,,,,,
3.33E+01,4.65E-17,,,,,,,,,,,,,,,,,,,
3.33E+01,9.22E-17,,,,,,,,,,,,,,,,,,,
3.34E+01,9.33E-17,,,,,,,,,,,,,,,,,,,
3.34E+01,4.23E-17,,,,,,,,,,,,,,,,,,,
3.34E+01,1.08E-17,,,,,,,,,,,,,,,,,,,
3.34E+01,7.08E-17,,,,,,,,,,,,,,,,,,,
3.34E+01,7.39E-17,,,,,,,,,,,,,,,,,,,
3.34E+01,4.76E-17,,,,,,,,,,,,,,,,,,,
3.34E+01,3.66E-17,,,,,,,,,,,,,,,,,,,
3.35E+01,4.06E-17,,,,,,,,,,,,,,,,,,,
3.35E+01,6.39E-17,,,,,,,,,,,,,,,,,,,
3.35E+01,5.61E-17,,,,,,,,,,,,,,,,,,,
3.35E+01,5.16E-17,,,,,,,,,,,,,,,,,,,
3.35E+01,1.07E-16,,,,,,,,,,,,,,,,,,,
3.35E+01,5.76E-17,,,,,,,,,,,,,,,,,,,
3.35E+01,6.94E-17,,,,,,,,,,,,,,,,,,,
3.36E+01,4.77E-17,,,,,,,,,,,,,,,,,,,
3.36E+01,5.25E-17,,,,,,,,,,,,,,,,,,,
3.36E+01,4.29E-17,,,,,,,,,,,,,,,,,,,
3.36E+01,8.79E-18,,,,,,,,,,,,,,,,,,,
3.36E+01,9.26E-17,,,,,,,,,,,,,,,,,,,
3.36E+01,9.72E-17,,,,,,,,,,,,,,,,,,,
3.36E+01,9.55E-17,,,,,,,,,,,,,,,,,,,
3.37E+01,1.26E-16,,,,,,,,,,,,,,,,,,,
3.37E+01,2.25E-17,,,,,,,,,,,,,,,,,,,
3.37E+01,9.67E-18,,,,,,,,,,,,,,,,,,,
3.37E+01,1.86E-16,,,,,,,,,,,,,,,,,,,
3.37E+01,9.22E-17,,,,,,,,,,,,,,,,,,,
3.37E+01,5.80E-17,,,,,,,,,,,,,,,,,,,
3.37E+01,6.87E-17,,,,,,,,,,,,,,,,,,,
3.38E+01,7.42E-17,,,,,,,,,,,,,,,,,,,
3.38E+01,1.84E-16,,,,,,,,,,,,,,,,,,,
3.38E+01,2.37E-17,,,,,,,,,,,,,,,,,,,
3.38E+01,9.81E-17,,,,,,,,,,,,,,,,,,,
3.38E+01,1.07E-16,,,,,,,,,,,,,,,,,,,
3.38E+01,9.40E-17,,,,,,,,,,,,,,,,,,,
3.38E+01,3.36E-17,,,,,,,,,,,,,,,,,,,
3.39E+01,5.23E-17,,,,,,,,,,,,,,,,,,,
3.39E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
3.39E+01,4.84E-17,,,,,,,,,,,,,,,,,,,
3.39E+01,5.25E-17,,,,,,,,,,,,,,,,,,,
3.39E+01,5.14E-17,,,,,,,,,,,,,,,,,,,
3.39E+01,4.74E-17,,,,,,,,,,,,,,,,,,,
3.39E+01,5.30E-17,,,,,,,,,,,,,,,,,,,
3.40E+01,3.37E-17,,,,,,,,,,,,,,,,,,,
3.40E+01,4.88E-17,,,,,,,,,,,,,,,,,,,
3.40E+01,1.93E-17,,,,,,,,,,,,,,,,,,,
3.40E+01,3.80E-17,,,,,,,,,,,,,,,,,,,
3.40E+01,9.27E-17,,,,,,,,,,,,,,,,,,,
3.40E+01,5.10E-17,,,,,,,,,,,,,,,,,,,
3.40E+01,9.20E-17,,,,,,,,,,,,,,,,,,,
3.41E+01,4.66E-17,,,,,,,,,,,,,,,,,,,
3.41E+01,2.15E-17,,,,,,,,,,,,,,,,,,,
3.41E+01,7.03E-17,,,,,,,,,,,,,,,,,,,
3.41E+01,4.59E-17,,,,,,,,,,,,,,,,,,,
3.41E+01,4.95E-17,,,,,,,,,,,,,,,,,,,
3.41E+01,4.80E-17,,,,,,,,,,,,,,,,,,,
3.41E+01,4.84E-17,,,,,,,,,,,,,,,,,,,
3.42E+01,4.93E-17,,,,,,,,,,,,,,,,,,,
3.42E+01,9.19E-17,,,,,,,,,,,,,,,,,,,
3.42E+01,5.88E-17,,,,,,,,,,,,,,,,,,,
3.42E+01,6.79E-17,,,,,,,,,,,,,,,,,,,
3.42E+01,5.36E-17,,,,,,,,,,,,,,,,,,,
3.42E+01,2.73E-17,,,,,,,,,,,,,,,,,,,
3.42E+01,4.07E-17,,,,,,,,,,,,,,,,,,,
3.43E+01,2.26E-18,,,,,,,,,,,,,,,,,,,
3.43E+01,3.57E-17,,,,,,,,,,,,,,,,,,,
3.43E+01,7.26E-17,,,,,,,,,,,,,,,,,,,
3.43E+01,2.48E-17,,,,,,,,,,,,,,,,,,,
3.43E+01,3.01E-17,,,,,,,,,,,,,,,,,,,
3.43E+01,1.64E-17,,,,,,,,,,,,,,,,,,,
3.43E+01,7.43E-17,,,,,,,,,,,,,,,,,,,
3.44E+01,4.69E-17,,,,,,,,,,,,,,,,,,,
3.44E+01,8.65E-18,,,,,,,,,,,,,,,,,,,
3.44E+01,1.72E-18,,,,,,,,,,,,,,,,,,,
3.44E+01,6.63E-17,,,,,,,,,,,,,,,,,,,
3.44E+01,3.81E-17,,,,,,,,,,,,,,,,,,,
3.44E+01,5.16E-17,,,,,,,,,,,,,,,,,,,
3.44E+01,4.89E-17,,,,,,,,,,,,,,,,,,,
3.45E+01,1.65E-18,,,,,,,,,,,,,,,,,,,
3.45E+01,5.01E-17,,,,,,,,,,,,,,,,,,,
3.45E+01,3.16E-17,,,,,,,,,,,,,,,,,,,
3.45E+01,1.93E-17,,,,,,,,,,,,,,,,,,,
3.45E+01,7.04E-17,,,,,,,,,,,,,,,,,,,
3.45E+01,4.85E-17,,,,,,,,,,,,,,,,,,,
3.45E+01,4.02E-17,,,,,,,,,,,,,,,,,,,
3.46E+01,7.85E-17,,,,,,,,,,,,,,,,,,,
3.46E+01,4.19E-17,,,,,,,,,,,,,,,,,,,
3.46E+01,5.34E-17,,,,,,,,,,,,,,,,,,,
3.46E+01,5.72E-17,,,,,,,,,,,,,,,,,,,
3.46E+01,2.97E-17,,,,,,,,,,,,,,,,,,,
3.46E+01,4.48E-17,,,,,,,,,,,,,,,,,,,
3.46E+01,1.51E-17,,,,,,,,,,,,,,,,,,,
3.47E+01,3.75E-17,,,,,,,,,,,,,,,,,,,
3.47E+01,4.57E-17,,,,,,,,,,,,,,,,,,,
3.47E+01,3.57E-17,,,,,,,,,,,,,,,,,,,
3.47E+01,3.95E-17,,,,,,,,,,,,,,,,,,,
3.47E+01,5.72E-17,,,,,,,,,,,,,,,,,,,
3.47E+01,6.14E-17,,,,,,,,,,,,,,,,,,,
3.47E+01,5.55E-18,,,,,,,,,,,,,,,,,,,
3.48E+01,7.91E-17,,,,,,,,,,,,,,,,,,,
3.48E+01,3.26E-17,,,,,,,,,,,,,,,,,,,
3.48E+01,6.03E-17,,,,,,,,,,,,,,,,,,,
3.48E+01,5.19E-17,,,,,,,,,,,,,,,,,,,
3.48E+01,2.85E-17,,,,,,,,,,,,,,,,,,,
3.48E+01,3.77E-17,,,,,,,,,,,,,,,,,,,
3.48E+01,1.71E-17,,,,,,,,,,,,,,,,,,,
3.49E+01,5.58E-17,,,,,,,,,,,,,,,,,,,
3.49E+01,6.54E-17,,,,,,,,,,,,,,,,,,,
3.49E+01,9.65E-17,,,,,,,,,,,,,,,,,,,
3.49E+01,4.52E-17,,,,,,,,,,,,,,,,,,,
3.49E+01,5.25E-17,,,,,,,,,,,,,,,,,,,
3.49E+01,6.30E-17,,,,,,,,,,,,,,,,,,,
3.49E+01,1.95E-17,,,,,,,,,,,,,,,,,,,
3.50E+01,9.96E-18,,,,,,,,,,,,,,,,,,,
3.50E+01,1.97E-17,,,,,,,,,,,,,,,,,,,
3.50E+01,1.36E-17,,,,,,,,,,,,,,,,,,,
3.50E+01,5.65E-17,,,,,,,,,,,,,,,,,,,
3.50E+01,7.20E-17,,,,,,,,,,,,,,,,,,,
3.50E+01,4.19E-17,,,,,,,,,,,,,,,,,,,
3.50E+01,8.56E-17,,,,,,,,,,,,,,,,,,,
3.51E+01,7.16E-17,,,,,,,,,,,,,,,,,,,
3.51E+01,7.84E-17,,,,,,,,,,,,,,,,,,,
3.51E+01,6.36E-17,,,,,,,,,,,,,,,,,,,
3.51E+01,2.21E-17,,,,,,,,,,,,,,,,,,,
3.51E+01,3.21E-17,,,,,,,,,,,,,,,,,,,
3.51E+01,1.26E-17,,,,,,,,,,,,,,,,,,,
3.51E+01,2.44E-17,,,,,,,,,,,,,,,,,,,
3.52E+01,3.72E-17,,,,,,,,,,,,,,,,,,,
3.52E+01,1.81E-17,,,,,,,,,,,,,,,,,,,
3.52E+01,5.06E-17,,,,,,,,,,,,,,,,,,,
3.52E+01,5.24E-17,,,,,,,,,,,,,,,,,,,
3.52E+01,5.18E-17,,,,,,,,,,,,,,,,,,,
3.52E+01,2.07E-17,,,,,,,,,,,,,,,,,,,
3.52E+01,2.62E-17,,,,,,,,,,,,,,,,,,,
3.53E+01,6.37E-17,,,,,,,,,,,,,,,,,,,
3.53E+01,2.48E-17,,,,,,,,,,,,,,,,,,,
3.53E+01,3.63E-17,,,,,,,,,,,,,,,,,,,
3.53E+01,6.01E-17,,,,,,,,,,,,,,,,,,,
3.53E+01,2.12E-17,,,,,,,,,,,,,,,,,,,
3.53E+01,3.76E-17,,,,,,,,,,,,,,,,,,,
3.53E+01,3.60E-17,,,,,,,,,,,,,,,,,,,
3.54E+01,4.13E-17,,,,,,,,,,,,,,,,,,,
3.54E+01,3.17E-17,,,,,,,,,,,,,,,,,,,
3.54E+01,5.67E-17,,,,,,,,,,,,,,,,,,,
3.54E+01,4.94E-17,,,,,,,,,,,,,,,,,,,
3.54E+01,6.10E-17,,,,,,,,,,,,,,,,,,,
3.54E+01,4.22E-17,,,,,,,,,,,,,,,,,,,
3.54E+01,1.94E-17,,,,,,,,,,,,,,,,,,,
3.55E+01,1.03E-16,,,,,,,,,,,,,,,,,,,
3.55E+01,7.16E-17,,,,,,,,,,,,,,,,,,,
3.55E+01,6.05E-17,,,,,,,,,,,,,,,,,,,
3.55E+01,4.84E-17,,,,,,,,,,,,,,,,,,,
3.55E+01,3.18E-17,,,,,,,,,,,,,,,,,,,
3.55E+01,2.85E-17,,,,,,,,,,,,,,,,,,,
3.55E+01,4.29E-17,,,,,,,,,,,,,,,,,,,
3.56E+01,4.73E-17,,,,,,,,,,,,,,,,,,,
3.56E+01,7.39E-17,,,,,,,,,,,,,,,,,,,
3.56E+01,3.95E-18,,,,,,,,,,,,,,,,,,,
3.56E+01,5.48E-17,,,,,,,,,,,,,,,,,,,
3.56E+01,1.38E-17,,,,,,,,,,,,,,,,,,,
3.56E+01,6.14E-17,,,,,,,,,,,,,,,,,,,
3.56E+01,6.01E-17,,,,,,,,,,,,,,,,,,,
3.57E+01,2.24E-17,,,,,,,,,,,,,,,,,,,
3.57E+01,1.14E-17,,,,,,,,,,,,,,,,,,,
3.57E+01,2.83E-17,,,,,,,,,,,,,,,,,,,
3.57E+01,3.48E-17,,,,,,,,,,,,,,,,,,,
3.57E+01,6.65E-17,,,,,,,,,,,,,,,,,,,
3.57E+01,8.58E-18,,,,,,,,,,,,,,,,,,,
3.57E+01,1.99E-17,,,,,,,,,,,,,,,,,,,
3.58E+01,2.13E-17,,,,,,,,,,,,,,,,,,,
